Name,SellPrice,BuyPrice,AvgSellPrice,AvgBuyPrice,Sold,Bought,Profit,RelProfit,PotProfit,ApproxOffers
energy axe replica,-1,50,0,50,0,1,-51,-1.02,0,0
energy ball,279,165,533,224,24,310,114,0.69,2736,0
energy bar,7,2,12,1,25,392,5,2.5,125,0
energy basher replica,1999,50,2000,50,2,1,1949,38.98,1949,0
energy blacksteel replica,50,50,7499,50,2,1,0,0.0,0,0
energy blade replica,5000,50,0,50,0,1,4950,99.0,0,0
energy bomb rune,208,200,207,200,1007,288,8,0.04,2304,1
energy cleric mace replica,5000,50,40037,50,3,2,4950,99.0,9900,0
energy drink,3,1,146,1,12,252,2,2.0,24,0
energy field rune,20,9,23,7,60,58,11,1.22,638,1
energy headchopper replica,50,50,1999,50,1,1,0,0.0,0,0
energy heroic axe replica,7000,7000,10000,7000,1,1,0,0.0,0,0
energy knight axe replica,-1,0,0,0,0,0,-1,0,0,0
energy mace replica,5000,50,0,50,0,1,4950,99.0,0,0
energy orcish maul replica,-1,0,0,0,0,0,-1,0,0,0
energy relic sword replica,5000,50,0,50,0,1,4950,99.0,0,0
energy resilience,700000,352129,673069,0,13,0,347871,0.99,0,1
energy ring,87,66,84,69,891,1403,21,0.32,18711,2
energy slayer replica,58000,0,0,0,0,0,58000,0,0,0
energy soil,27998,7000,10921,3093,119,45,20998,3.0,944910,0
energy spike sword replica,39999,0,39999,0,1,0,39999,0,0,0
energy vein,145,145,248,176,25,306,0,0.0,0,1
energy wall rune,86,46,88,45,256,157,40,0.87,6280,2
energy war axe replica,1500,0,1500,0,1,0,1500,0,0,0
energy war hammer replica,45000,0,0,0,0,0,45000,0,0,0
engraved wedding ring,-1,-1,-1,-1,-1,-1,0,0,0,-1
ensouled essence,763,701,787,616,4,172,62,0.09,248,0
envenom rune,-1,-1,-1,-1,-1,-1,0,0,0,-1
envenomed arrow,4,1,4,1,63,225,3,3.0,189,1
epaulette,29999999,24565555,31232420,25699121,31,13,5434444,0.22,70647772,4
epee,10899,7730,9811,7866,84,601,3169,0.41,266196,1
essence of a bad dream,368,310,342,311,9,889,58,0.19,522,2
eternal flames,74974,28501,71982,28182,7,17,46473,1.63,325311,3
ethno coat,1,1,2000,0,1,0,0,0.0,0,1
ewer,7500,0,7500,0,1,0,7500,0,0,0
ewer with holy water,38900,140,13093,140,7,2,38760,276.86,77520,0
exaltation chest,184,5,295,70,34,86,179,35.8,6086,0
exalted core,984442,719700,921812,710976,563,53,264742,0.37,14031326,7
execowtioner axe,11999,8736,11610,7387,15,41,3263,0.37,48945,1
execowtioner mask,397,125,362,119,2,114,272,2.18,544,0
executioner,52000,31609,53916,31390,12,8,20391,0.65,163128,1
exotic amulet,4999899,3500000,5719045,4237575,7,4,1499899,0.43,5999596,1
exotic flowers,1688,0,1653,0,6,0,1688,0,0,0
exotic legs,910000,910000,1853624,974689,8,3,0,0.0,0,0
expedition backpack,749,27,908,46,75,30,722,26.74,21660,1
expedition bag,700,5,3693,4,15,5,695,139.0,3475,0
exploding cookie,1150,0,1150,0,1,0,1150,0,0,0
explorer brooch,98,2,0,2,0,65,96,48.0,0,0
explosion rune,32,15,33,11,93,80,17,1.13,1360,1
exquisite silk,25000,25000,15000,25000,1,1,0,0.0,0,0
exquisite wood,49500,0,30449,0,2,0,49500,0,0,1
eye patch,568997,375000,547737,375608,12,9,193997,0.52,1745973,1
eye pod,89900,13400,98908,8054,5,5,76500,5.71,382500,2
eye of corruption,599,130,950,160,1,70,469,3.61,469,0
eye of a deepling,149,59,428,90,5,43,90,1.53,450,0
eye of a weeper,799,500,0,322,0,11,299,0.6,0,0
eye of the chasm,1999,11,3332,11,3,46,1988,180.73,5964,0
eye of the storm,286666666,80000000,286666666,0,2,0,206666666,2.58,0,0
eye-embroidered veil,1700000,345022,892444,345022,9,1,1354978,3.93,1354978,0
eyeless devourer legs,-1,218,0,236,0,11,-219,-1.0,0,0
eyeless devourer maw,-1,140,0,155,0,16,-141,-1.01,0,0
eyeless devourer tongue,-1,300,0,300,0,5,-301,-1.0,0,0
fabulous legs,2300000,1528000,2614756,2343958,217,197,772000,0.51,152084000,6
fafnar symbol,925,712,925,685,1,64,213,0.3,213,0
fairy wings,288,193,292,180,1187,564,95,0.49,53580,3
fake dwarven beard,-1,0,0,0,0,0,-1,0,0,0
fake rabbit's foot,-1,-1,-1,-1,-1,-1,0,0,0,-1
faked label,-1,-1,-1,-1,-1,-1,0,0,0,-1
falcon battleaxe,2498000,1704000,2511905,2170286,26,28,794000,0.47,20644000,1
falcon bow,11200000,10353000,13173373,11522773,55,45,847000,0.08,38115000,3
falcon circlet,5499000,5257000,6298314,5744926,76,82,242000,0.05,18392000,1
falcon coif,26898000,24007000,28259072,26256956,71,69,2891000,0.12,199479000,2
falcon crest,900,411,1000,408,1,78,489,1.19,489,0
falcon escutcheon,12280000,11000001,12967255,11457641,42,39,1279999,0.12,49919961,2
falcon greaves,99995999,86546000,94245216,89978354,60,47,13449999,0.16,632149953,4
falcon longsword,2590000,2217000,2672577,2364600,38,40,373000,0.17,14174000,2
falcon mace,3000000,2327000,2475003,1894210,54,24,673000,0.29,16152000,2
falcon plate,28999000,27004000,32601041,29347864,48,46,1995000,0.07,91770000,2
falcon rod,2700000,2346000,2891702,2520673,48,31,354000,0.15,10974000,7
falcon shield,12250000,11000001,14500000,11000001,1,1,1249999,0.11,1249999,1
falcon wand,2548000,2131000,2415250,2089226,76,38,417000,0.2,15846000,3
family brooch,20000,0,17245,0,13,0,20000,0,0,0
fan club membership card,100000,0,0,0,0,0,100000,0,0,0
fan doll of king tibianus,4795,470,5344,470,7,6,4325,9.2,25950,1
fanfare,4333,0,7999,0,1,0,4333,0,0,0
farmer's avenger,35500,0,0,0,0,0,35500,0,0,0
feather headdress,800,101,650,74,2,32,699,6.92,1398,0
feedbag,4996999,3105000,6073124,3569666,8,3,1891999,0.61,5675997,2
fern,200,3,2111,8,6,32,197,65.67,1182,4
ferumbras puppet,184000,108200,199422,128915,14,5,75800,0.7,379000,0
ferumbras' amulet,53222,9005,42755,16069,67,58,44217,4.91,2564586,3
ferumbras' candy hat,12000,300,4650,178,35,28,11700,39.0,327600,0
ferumbras' hat,1020662000,1020662000,1238333166,1020662000,6,1,0,0.0,0,0
ferumbras' mana keg,59700,4444,72469,45532,15,29,55256,12.43,828840,3
ferumbras' staff,1710,270,1629,267,11,14,1440,5.33,15840,1
ferumbras' teddy,9954,8900,27154,8516,11,19,1054,0.12,11594,1
ferumbras' teddy santa,120000,62500,120000,62261,1,1,57500,0.92,57500,2
festive backpack,12000,5011,9897,4956,145,69,6989,1.39,482241,0
feverbloom boots,4700000,2901000,4220795,2953115,28,9,1799000,0.62,16191000,0
fiery barbarian axe replica,60000,0,0,0,0,0,60000,0,0,0
fiery basher replica,5000,0,30000,0,1,0,5000,0,0,0
fiery clerical mace replica,5000,0,0,0,0,0,5000,0,0,0
fiery crystal mace replica,50000,0,65000,0,1,0,50000,0,0,0
fiery dragon slayer replica,5000,0,5000,0,1,0,5000,0,0,0
fiery headchopper replica,78000,0,0,0,0,0,78000,0,0,0
fiery heart,795,422,763,344,70,193,373,0.88,26110,2
fiery heroic axe replica,58000,0,58000,0,1,0,58000,0,0,0
fiery horseshoe,450000000,450000000,500000000,450000000,2,2,0,0.0,0,1
fiery knight axe replica,-1,0,0,0,0,0,-1,0,0,0
fiery mystic blade replica,58000,0,0,0,0,0,58000,0,0,0
fiery orcish maul replica,5000,0,5000,0,1,0,5000,0,0,0
fiery rainbow shield,-1,-1,-1,-1,-1,-1,0,0,0,-1
fiery relic sword replica,32000,0,32000,0,1,0,32000,0,0,0
fiery spike sword replica,48000,0,30750,0,4,0,48000,0,0,0
fiery war axe replica,50,50,45000,50,2,1,0,0.0,0,0
fiery war hammer replica,60000,0,0,0,0,0,60000,0,0,0
fig leaf,300,155,197,149,10,307,145,0.94,1450,1
figurine of cruelty,3300000,1500000,0,1500000,0,1,1800000,1.2,0,0
figurine of greed,15000000,1220000,0,1220000,0,1,13780000,11.3,0,0
figurine of hatred,-1,1220000,0,1220000,0,2,-1220001,-1.0,0,0
figurine of malice,15000000,1500000,0,2200000,0,2,13500000,9.0,0,0
figurine of megalomania,14800000,3000000,0,4000000,0,2,11800000,3.93,0,0
figurine of spite,4700000,3000000,0,3000000,0,1,1700000,0.57,0,1
file ah-x17l89,-1,0,0,0,0,0,-1,0,0,0
filled carrying device,-1,-1,-1,-1,-1,-1,0,0,0,-1
filled jalapeno peppers,55900,27110,55310,27727,162,53,28790,1.06,1525870,1
filled milk churn,-1,15000,0,0,0,0,-15001,-1.0,0,0
filthy bunnyslippers,13700,1,36857,2647,7,15,13699,13699.0,95893,1
final judgement,6448000,4007000,5993751,4208628,14,8,2441000,0.61,19528000,0
fine sulphur,27,27,23888,27,4,1,0,0.0,0,0
fir cone,24,20,36,18,23,105,4,0.2,92,0
fire amplification,3000000,1200005,1910100,1111000,11,1,1799995,1.5,1799995,2
fire axe,7945,7590,7882,7598,68,1666,355,0.05,24140,2
fire blacksteel replica,57000,0,58000,0,1,0,57000,0,0,0
fire bomb rune,154,136,150,135,1569,401,18,0.13,7218,1
fire bug,522,44,1300,44,201,37,478,10.86,17686,1
fire field rune,20,11,30,9,226,110,9,0.82,990,0
fire mushroom,212,174,230,179,192,568,38,0.22,7296,2
fire resilience,578000,413325,670235,429306,8,7,164675,0.4,1152725,0
fire sword,3929,3785,3926,3748,146,2131,144,0.04,21024,3
fire wall rune,65,42,71,37,396,161,23,0.55,3703,1
fireball rune,33,20,32,18,103,86,13,0.65,1118,0
fireborn giant armor,137600,108163,172721,107435,24,15,29437,0.27,441555,3
fireheart cuirass,1049900,671100,1057145,726148,12,7,378800,0.56,2651600,0
fireheart hauberk,833000,504100,806423,520466,4,4,328900,0.65,1315600,0
fireheart platemail,600709,600709,2000000,0,1,0,0,0.0,0,0
firemind raiment,719983,658500,729191,635181,90,89,61483,0.09,5471987,2
fireproof horn,15000,6110,10310,5367,26,27,8890,1.45,231140,2
firesoul tabard,399500,253300,397599,233103,25,21,146200,0.58,3070200,2
fireworks capsule,498,50,398,37,30,61,448,8.96,13440,0
fireworks rocket,140000,35000,118888,6185,9,3,105000,3.0,315000,0
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0,-1
fireworks in shape of '1',-1,-1,-1,-1,-1,-1,0,0,0,-1
fireworks in shape of '2',-1,-1,-1,-1,-1,-1,0,0,0,-1
fireworks in shape of '3',-1,-1,-1,-1,-1,-1,0,0,0,-1
fireworks in shape of '4',-1,-1,-1,-1,-1,-1,0,0,0,-1
fireworks in shape of '5',-1,-1,-1,-1,-1,-1,0,0,0,-1
fireworks in shape of '6',-1,-1,-1,-1,-1,-1,0,0,0,-1
fireworks in shape of '7',-1,-1,-1,-1,-1,-1,0,0,0,-1
fireworks in shape of '8',-1,-1,-1,-1,-1,-1,0,0,0,-1
fireworks in shape of '9',-1,-1,-1,-1,-1,-1,0,0,0,-1
firlefanz,249900,135000,337044,172695,9,8,114900,0.85,919200,1
fish,2000,100,781,42,6,19,1900,19.0,11400,0
fish fin,199,85,220,109,195,560,114,1.34,22230,1
fish flakes,600000,0,0,0,0,0,600000,0,0,0
fish tail,5,0,10,0,6,0,5,0,0,0
fishing rod,2000,100,781,42,6,19,1900,19.0,11400,0
fishnapped goldfish,17750,1900,11363,1900,14,4,15850,8.34,63400,1
fist on a stick,300000,224000,437108,234296,31,17,76000,0.34,1292000,2
flames of the percht queen,149499,32000,71294,34260,47,25,117499,3.67,2937475,2
flaming arrow,6,1,6,1,116,119,5,5.0,580,0
flash arrow,1,1,2,1,76,14,0,0.0,0,0
flask of chitin dissolver,115,0,1172,0,3,0,115,0,0,0
flask of cough syrup,1200,0,1940,0,29,0,1200,0,0,0
flask of crown polisher,790,100,931,87,79,19,690,6.9,13110,0
flask of demonic blood,56,47,57,46,103,1108,9,0.19,927,2
flask of dissolved chitin,2200,0,2200,0,1,0,2200,0,0,0
flask of embalming fluid,2899,2690,3721,3178,1214,1817,209,0.08,253726,5
flask of extra greasy oil,1999,0,1999,0,4,0,1999,0,0,1
flask of plant poison,7000,0,0,0,0,0,7000,0,0,0
flask of poison,-1,-1,-1,-1,-1,-1,0,0,0,-1
flask of rust remover,78,54,74,38,1336,123,24,0.44,2952,1
flask of warrior's sweat,10599,9640,14884,9515,131,221,959,0.1,125629,2
flask with beaver bait,40,0,66,0,6,0,40,0,0,1
flask with magical oil,-1,0,0,0,0,0,-1,0,0,0
flask with oil and blood,-1,-1,-1,-1,-1,-1,0,0,0,-1
flask with paint,1,0,1,0,1,0,1,0,0,0
flawless ice crystal,-1,1666,0,844,0,2,-1667,-1.0,0,0
flexible dragon scale,26000,100,49500,83,1,5,25900,259.0,25900,1
flintstone,2899,266,2559,457,5,21,2633,9.9,13165,0
flour,199,10,194,2,144,31,189,18.9,5859,0
flower bouquet,1700,600,1444,633,21,6,1100,1.83,6600,0
flower bowl,399,2,730,1,69,58,397,198.5,23026,1
flower dress,29000,610,28999,610,2,8,28390,46.54,56780,0
flower wreath,2500,200,2500,347,1,34,2300,11.5,2300,0
fly agaric,25000,2500,39000,2500,1,2,22500,9.0,22500,0
focus cape,6099,5494,6050,5732,503,2930,605,0.11,304315,2
folded artefact carpet i,20000,1111,32817,1000,10,3,18889,17.0,56667,0
folded artefact carpet ii,11111,1111,10618,1000,7,5,10000,9.0,50000,0
folded artefact carpet iii,20000,1111,22444,1000,5,3,18889,17.0,56667,0
folded artefact carpet iv,50000,1111,39499,1000,4,1,48889,44.0,48889,0
folded artefact carpet v,15000,1111,11805,1000,4,2,13889,12.5,27778,0
folded artefact carpet vi,82000,1111,34555,1000,6,1,80889,72.81,80889,0
folded artefact carpet vii,9999,1111,9999,1000,2,1,8888,8.0,8888,0
folded eldritch carpet,899999,500000,0,0,0,0,399999,0.8,0,0
folded rift carpet,29915,2512,10991,3311,128,246,27403,10.91,3507584,5
folded void carpet,2199,1236,2039,1361,97,277,963,0.78,93411,3
food crate,-1,0,0,0,0,0,-1,0,0,0
food matrix crystal,-1,-1,-1,-1,-1,-1,0,0,0,-1
forbidden fruit,3490000,2501000,4049747,2502500,4,2,989000,0.4,1978000,1
forbidden tome,18999999,9500000,21666000,0,3,0,9499999,1.0,0,1
fork,4498982,2713000,3343882,2304943,19,8,1785982,0.66,14287856,0
formula for a memory potion,97000,0,0,0,0,0,97000,0,0,0
four-leaf clover,6000000,5305001,6123943,5111231,18,13,694999,0.13,9034987,1
fox paw,95,45,89,73,8,489,50,1.11,400,1
foxtail,7288000,5507028,0,5569507,0,4,1780972,0.32,0,2
foxtail amulet,115900,82300,149009,124739,270,226,33600,0.41,7593600,5
framed birthday card,39995,10000,36623,10000,3,3,29995,3.0,89985,0
frazzle skin,398,386,435,370,58,833,12,0.03,696,2
frazzle tongue,699,661,671,623,19,885,38,0.06,722,1
frazzlemaw santa,90000,33334,89950,0,2,0,56666,1.7,0,0
fresh fruit,98,0,96,0,10,0,98,0,0,0
friendship amulet,2000000,600001,1474499,405100,4,1,1399999,2.33,1399999,0
frost charm,199,10,197,10,6,9,189,18.9,1134,0
frost giant pelt,1000,57,0,75,0,18,943,16.54,0,0
frostbite herb,30000,0,40000,0,4,0,30000,0,0,0
frostflower boots,11981000,9831000,12192306,10652308,13,13,2150000,0.22,27950000,2
frostheart cuirass,651100,651100,1684885,620709,4,1,0,0.0,0,0
frostheart hauberk,707000,707000,1600000,0,1,0,0,0.0,0,0
frostheart platemail,2900000,522456,0,0,0,0,2377544,4.55,0,0
frostmind raiment,1197000,702000,1561071,1302457,41,43,495000,0.71,20295000,3
frostsoul tabard,544700,431000,642741,434033,6,6,113700,0.26,682200,0
frosty ear of a troll,299,5,215,5,5,19,294,58.8,1470,2
frosty heart,249,189,284,213,108,459,60,0.32,6480,1
frozen chain,7999,1001,0,1000,0,9,6998,6.99,0,0
frozen claw,14000,735,14000,883,1,6,13265,18.05,13265,0
frozen heart,3667777,701000,3800000,0,1,0,2966777,4.23,0,0
frozen lightning,251,145,250,174,6,320,106,0.73,636,1
frozen plate,25000,4080,23526,4460,10,12,20920,5.13,209200,0
frozen starlight,24768,18521,31396,17778,124,119,6247,0.34,743393,3
frozen time,291053,1400,0,440,0,5,289653,206.9,0,0
funeral urn,-1,0,0,0,0,0,-1,0,0,0
fur armor,4958,4823,4919,4805,10,1066,135,0.03,1350,0
fur backpack,65,12,71,15,113,146,53,4.42,5989,2
fur bag,284,3,292,4,31,42,281,93.67,8711,0
fur boots,5000,1940,3656,1941,16,56,3060,1.58,48960,0
fur cap,1899600,501000,1199799,0,2,0,1398600,2.79,0,0
fur shred,186,141,186,142,4,140,45,0.32,180,0
furious frock,63999999,58500000,63999999,58500000,1,1,5499999,0.09,5499999,0
furry club,999,915,986,931,32,1189,84,0.09,2688,3
galea mortis,1189867,855500,1129306,810405,84,49,334367,0.39,16383983,1
garlic bread,13499,500,14765,500,48,3,12999,26.0,38997,0
garlic cookie,1499,101,2040,101,99,10,1398,13.84,13980,0
garlic necklace,98,52,105,56,1265,788,46,0.88,36248,3
garnet necklace,1350000,400000,0,400000,0,1,950000,2.38,0,0
gauze bandage,88,56,82,69,20,568,32,0.57,640,0
gear crystal,186,133,207,133,5,111,53,0.4,265,0
gear wheel,20,0,26,0,29,0,20,0,0,0
gearwheel chain,6995,1203,6520,4521,112,241,5792,4.81,648704,3
gem holder,-1,0,0,0,0,0,-1,0,0,0
gemmed figurine,4000,3420,3727,3391,2,455,580,0.17,1160,1
geomancer's robe,588,10,0,5,0,7,578,57.8,0,1
geomancer's staff,-1,40,0,42,0,9,-41,-1.02,0,0
ghastly dragon head,874,675,0,666,0,102,199,0.29,0,0
ghost backpack,3000000,2550006,4042302,2791222,23,26,449994,0.18,10349862,2
ghost charm,49999,6666,71220,8888,3,2,43333,6.5,86666,3
ghost chestplate,1700000,1418000,2322937,2081478,112,124,282000,0.2,31584000,5
ghost claw,119700,85100,154699,88726,30,20,34600,0.41,692000,4
ghost duster,-1,0,0,0,0,0,-1,0,0,0
ghost's tear,25000,6100,29000,5250,2,8,18900,3.1,37800,1
ghostly tissue,140,10,0,19,0,74,130,13.0,0,0
ghoul snack,75,26,101,40,40,323,49,1.88,1960,0
giant amethyst,60899,57800,60803,58123,5,519,3099,0.05,15495,0
giant ape's hair,25000,1000,57850,1000,4,1,24000,24.0,24000,1
giant crab pincer,-1,0,0,0,0,0,-1,0,0,0
giant emerald,90814,87280,90936,88274,10,337,3534,0.04,35340,0
giant eye,158,158,6925,151,7,18,0,0.0,0,0
giant pacifier,170,51,175,50,5,94,119,2.33,595,1
giant ruby,70508,68280,70401,68091,17,375,2228,0.03,37876,2
giant sapphire,50600,48700,50851,48716,28,687,1900,0.04,53200,2
giant shimmering pearl,2975,2975,2994,2964,6,1021,0,0.0,0,0
giant shrimp,246999,125022,208805,80972,20,7,121977,0.98,853839,2
giant smithhammer,499,100,370,100,8,14,399,3.99,3192,0
giant sword,16880,15058,16684,15739,109,1691,1822,0.12,198598,3
giant tentacle,40000,9537,0,9456,0,16,30463,3.19,0,0
giant topaz,80999,77280,80927,78249,7,290,3719,0.05,26033,1
gilded birthday cup,34000,5000,46000,0,1,0,29000,5.8,0,0
gilded eldritch bow,59000000,56700,0,0,0,0,58943300,1039.56,0,0
gilded eldritch claymore,74899999,63000000,74374999,63000000,2,1,11899999,0.19,11899999,0
gilded eldritch greataxe,51000000,35000000,0,45000000,0,2,16000000,0.46,0,1
gilded eldritch rod,24999999,4066888,25000000,0,1,0,20933111,5.15,0,0
gilded eldritch wand,10555555,1705555,10555555,0,1,0,8850000,5.19,0,0
gilded eldritch warmace,24035777,24035777,37500000,0,2,0,0,0.0,0,0
gill coat,6665,602,2743,675,107,90,6063,10.07,545670,1
gill gugel,3996,3109,3730,1139,143,78,887,0.29,69186,4
gill legs,7654,410,2791,1077,205,144,7244,17.67,1043136,4
gill necklace,24987,13335,29591,24754,1626,887,11652,0.87,10335324,8
gingerbread recipe,6000,0,0,0,0,0,6000,0,0,0
gingerbreadman,1164,400,1077,287,25,56,764,1.91,19100,0
girl's dress,-1,2,0,0,0,0,-3,-1.5,0,0
girlish hair decoration,34,7,0,24,0,308,27,3.86,0,2
girtablilu warrior carapace,-1,250,0,221,0,21,-251,-1.0,0,0
glacial rod,6440,6255,6449,6163,108,901,185,0.03,19980,1
glacier amulet,1545,1485,1909,1511,1223,1025,60,0.04,61500,2
glacier kilt,11700,10680,12094,10874,120,827,1020,0.1,122400,1
glacier mask,3200,2425,3138,2470,40,653,775,0.32,31000,0
glacier robe,11200,10710,11371,10883,54,655,490,0.05,26460,2
glacier shoes,3199,2435,2867,2461,55,443,764,0.31,42020,2
gland,-1,12000,0,0,0,0,-12001,-1.0,0,0
glass tube,0,0,5499,0,2,0,0,0,0,0
glass of goo,9007999,9007999,13166932,10503999,3,2,0,0.0,0,1
gleaming starlight vial,-1,-1,-1,-1,-1,-1,0,0,0,-1
glimmering soil,24000,1200,16000,1200,15,1,22800,19.0,22800,0
glistening bone,-1,83,0,55,0,8,-84,-1.01,0,0
glob of acid slime,19,15,25,20,1,528,4,0.27,4,0
glob of glooth,100,20,143,72,18,258,80,4.0,1440,0
glob of mercury,100,12,161,13,12,56,88,7.33,1056,1
glob of tar,340,20,280,15,22,106,320,16.0,7040,2
globe kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
gloom wolf fur,19450,14567,16114,13969,1026,717,4883,0.34,3501111,7
glooth amulet,1950,1004,2366,1766,123,600,946,0.94,116358,2
glooth axe,1530,1111,1605,1296,41,640,419,0.38,17179,2
glooth backpack,54,12,85,5,88,118,42,3.5,3696,1
glooth bag,900,622,984,458,10,70,278,0.45,2780,1
glooth blade,1633,1122,1924,1322,81,617,511,0.46,41391,1
glooth cape,6900,3626,7712,6131,14,124,3274,0.9,45836,1
glooth capsule,1497,292,874,278,42,74,1205,4.13,50610,2
glooth club,1599,1112,1619,1299,82,590,487,0.44,39934,2
glooth injection tube,326,196,326,200,8,136,130,0.66,1040,0
glooth sandwich,9,1,0,1,0,12,8,8.0,0,0
glooth spear,31,2,29,2,62,204,29,14.5,1798,1
glooth steak,1,1,1,1,1,61,0,0.0,0,0
glooth whip,1267,1267,2359,1813,6,52,0,0.0,0,0
glorious axe,2890,2380,2778,2330,214,2441,510,0.21,109140,7
glow wine,5000,16,4307,826,42,15,4984,311.5,74760,3
glowing carrot,15000,1200,15000,966,1,6,13800,11.5,13800,0
glowing mushroom,6000,101,8762,101,6,4,5899,58.41,23596,0
glowing rune,-1,237,0,255,0,43,-238,-1.0,0,0
glutton's mace,90000,3000,55000,3000,2,5,87000,29.0,174000,0
gnome armor,53400000,46119000,53050275,47597096,17,15,7281000,0.16,109215000,3
gnome helmet,16089999,12507000,15006884,13467005,65,48,3582999,0.29,171983952,1
gnome legs,28999999,26302000,32322866,29869299,30,23,2697999,0.1,62053977,3
gnome shield,887717,720100,835090,741876,114,105,167617,0.23,17599785,4
gnome sword,147998,127803,133031,89434,80,47,20195,0.16,949165,3
gnomevil's hat,4963,1000,6738,2450,31,38,3963,3.96,122853,3
gnomish supply package,800,234,1411,350,50,50,566,2.42,28300,0
gnomish voucher type ca1,926666,433400,982541,0,8,0,493266,1.14,0,1
gnomish voucher type ca2,3999,111,5506,125,42,18,3888,35.03,69984,0
gnomish voucher type cb,5999,1750,7429,1700,41,2,4249,2.43,8498,0
gnomish voucher type ma1,999666,700400,1182068,502300,8,1,299266,0.43,299266,2
gnomish voucher type ma2,6666,111,4341,111,48,20,6555,59.05,131100,0
gnomish voucher type mb,7666,2000,7574,2000,51,1,5666,2.83,5666,0
goanna claw,2500,192,0,199,0,82,2308,12.02,0,0
goanna meat,177,111,176,121,7,123,66,0.59,462,0
goat grass,46,15,42,11,6,106,31,2.07,186,1
goblet of gloom,98000,25000,98000,7001,1,5,73000,2.92,73000,0
goblin ear,5395,1200,4047,614,28,28,4195,3.5,117460,0
goblin statue kit,-1,0,0,0,0,0,-1,0,0,0
god flowers,470,1,205,1,158,70,469,469.0,32830,0
gold ingot,5484,4965,5605,4974,37,1754,519,0.1,19203,1
gold nugget,1390,713,2108,724,13,110,677,0.95,8801,0
gold ring,8289,7940,8286,7916,10,502,349,0.04,3490,1
gold token,28389,26306,29374,27714,3549,2586,2083,0.08,5386638,8
gold-brocaded cloth,495,115,0,114,0,39,380,3.3,0,0
golden amulet,55555,120,28219,111,5,3,55435,461.96,166305,1
golden armor,20598,19385,20456,19662,70,370,1213,0.06,84910,1
golden axe,1993,100,2157,54,3,34,1893,18.93,5679,0
golden backpack,67,11,72,8,339,397,56,5.09,18984,1
golden bag,350,5,420,4,24,10,345,69.0,3450,0
golden bell,85000,3235,0,3163,0,6,81765,25.28,0,0
golden bijou,21999,435,46902,731,1,8,21564,49.57,21564,2
golden blessed shield,-1,1000000,0,0,0,0,-1000001,-1.0,0,0
golden boots,5999982,4400000,5442902,4168478,21,15,1599982,0.36,23999730,0
golden can of oil,1999000,1000101,1587799,952415,11,5,998899,1.0,4994495,0
golden cheese wedge,14000,5731,22122,5694,1,33,8269,1.44,8269,0
golden cotton reel,60000,12535,120000,11111,1,1,47465,3.79,47465,0
golden crown,-1,0,0,0,0,0,-1,0,0,0
golden dustbin,48000,3537,0,3527,0,20,44463,12.57,0,0
golden fir cone,38000,22910,41115,22941,91,14,15090,0.66,211260,2
golden helmet,3450000000,7100000,0,0,0,0,3442900000,484.92,0,0
golden horned helmet,-1,420,0,0,0,0,-421,-1.0,0,0
golden horseshoe,900000,508701,0,0,0,0,391299,0.77,0,0
golden hyaena pendant,89600,4935,17845,2592,8,7,84665,17.16,592655,1
golden legs,30799,29280,30758,29678,114,346,1519,0.05,173166,0
golden lotus brooch,265,155,251,216,14,480,110,0.71,1540,1
golden magic longsword,-1,999999,0,0,0,0,-1000000,-1.0,0,0
golden mask,49490,37370,45131,37370,3,92,12120,0.32,36360,1
golden mug,249,101,254,137,185,719,148,1.47,27380,1
golden newspaper,1399000,350000,1699499,500125,2,4,1049000,3.0,2098000,1
golden prison key,384500,233600,434974,231200,4,1,150900,0.65,150900,3
golden raid token,-1,0,0,0,0,0,-1,0,0,0
golden rune emblem,5000000,2000000,0,0,0,0,3000000,1.5,0,0
golden scorpion pendant,-1,1,0,0,0,0,-2,-2.0,0,0
golden sickle,944,543,850,494,29,376,401,0.74,11629,1
golden skull,38998,8581,42150,8452,9,20,30417,3.54,273753,0
golden talon,38852,1335,0,983,0,7,37517,28.1,0,0
goldfish bowl,250,1,296,1,18,12,249,249.0,2988,0
golem blueprint,15000,0,15000,0,1,0,15000,0,0,0
golem disassembler,93,0,93,0,1,0,93,0,0,0
golem head,34000,6,37450,0,2,0,33994,5665.67,0,0
golem part,20000,25,19041,63,8,2,19975,799.0,39950,0
golem wrench,210000,40600,202475,59250,4,2,169400,4.17,338800,0
goo shell,2222222,1100038,2222222,1100038,1,1,1122184,1.02,1122184,0
gooey mass,58500,46000,63378,45985,476,45,12500,0.27,562500,4
goosebump leather,1499,1181,1507,1165,656,220,318,0.27,69960,3
grainy fireworks powder,284,25,110,16,13,58,259,10.36,3367,2
grant of arms,49500,22102,68181,21922,10,8,27398,1.24,219184,3
grapes,30,2,34,2,52,3,28,14.0,84,0
grappling hook,280,63,241,68,8,204,217,3.44,1736,0
grasshopper legs,28990,17556,35528,23469,383,278,11434,0.65,3178652,4
grave flower,8,8,641,2,48,78,0,0.0,0,0
great axe,467800,260000,468398,286801,3,3,207800,0.8,623400,3
great fireball rune,58,56,57,55,3257,713,2,0.04,1426,0
great health potion,88,80,83,73,2131,4435,8,0.1,17048,1
great mana potion,146,142,145,142,4836,4659,4,0.03,18636,2
